fid,cond_1,cond_2,cond_3,cond_4,cond_5,cond_6,cond_7,cond_8,cond_9,cond_10,cond_11,cond_12,cond_13,cond_14,cond_15,cond_16,cond_17,cond_18,cond_19
2320.0,0.009125060305856417,0.008997392639317536,0.00874234663179148,0.008449594873115848,0.008345722936493974,0.00886863511618308,0.011045979478513808,0.018536052451334703,0.05052882719410733,0.17050117188599323,0.17113806212175667,0.12347544390061396,0.10451228855210798,0.09315790639403089,0.08118880356226046,0.07133327098021006,0.06345814489798313,0.05720774200095424,0.05403201400049607
2320.1,0.009270207385244159,0.00912461625021936,0.008833072357724276,0.008493079943578888,0.008345085846433196,0.008840048818781613,0.011019800373774084,0.018600623326798748,0.05103531961037968,0.17081136415514236,0.17071340266557805,0.12277499719177216,0.10340323613928552,0.09190464574341634,0.0800689019018162,0.07041797781646471,0.0627381570388176,0.05663527085869844,0.053532009835527264
2320.2,0.009415689097074137,0.009249755239458382,0.008917119731396153,0.008524530419063382,0.008327740708888474,0.008790699631088889,0.010967664170902797,0.018632175593597672,0.051498460309851564,0.17082391232091437,0.17023711712482736,0.12232989370416805,0.1027828849451706,0.09121616894572986,0.07945142989276945,0.06991027358873232,0.06233620752642403,0.0563156366483111,0.05325283686503708
2320.3,0.009329272980269972,0.009163552781465753,0.008831699109307941,0.00844053420633092,0.008245019297691948,0.00870647495896331,0.010874121902724644,0.018514345446534058,0.051273857223815875,0.16972700979507593,0.1702210366086437,0.12256562041504113,0.10303165546202692,0.09145222698942435,0.0796373999479472,0.07005442597025831,0.062443069519332706,0.05639804554736369,0.05332187563933167
2320.4,0.009470030046971067,0.009281856617420028,0.008905027519097159,0.008456921893305597,0.008208556607674718,0.008632896810880825,0.010787159150614106,0.018485675678801945,0.051601280762014465,0.16927713710968892,0.1698466084572348,0.12305416636487879,0.10415690882122332,0.09275109673606782,0.08074573276694064,0.07092960443048528,0.06312503550068868,0.056942166268302195,0.0538003292143974
2320.5,0.009594083371647088,0.009384881773759037,0.00896633468953605,0.008466160382634409,0.00817000532681334,0.008559977285334676,0.010697166592120989,0.01842991108826899,0.05180637292865557,0.16872732267721616,0.16956197272563686,0.12370713140595889,0.10551180454562793,0.09430025309067672,0.08207650479538503,0.07198594348748401,0.06394881235646292,0.05759868576994045,0.05437639817735498
2320.6,0.009459800819532882,0.009256599691016656,0.008850211138784595,0.008365214916762554,0.008081511851875112,0.008474112971008845,0.01059300763556778,0.018253907616219825,0.05132591348238893,0.1669550053455609,0.1694456706010914,0.12470103192459445,0.10718371255583421,0.09603337650211313,0.08347466134464433,0.07307645690260155,0.06479478176968673,0.058271119178465364,0.05496048837820526
2320.7,0.009525331892203243,0.00930919446598707,0.008877301546152879,0.008360663778067871,0.008047659475004536,0.00841743740410369,0.010518665946505655,0.01817519305476697,0.05129924021986369,0.1658380654345517,0.16916646432853466,0.1257412997114796,0.10902208909513161,0.09791119219913463,0.0849755057188307,0.07423659323851321,0.06570010974771374,0.05899158770128492,0.05559152916202716
2320.8,0.009309417004545954,0.009111039214995625,0.008713897281389577,0.008238529385793962,0.007959146156716354,0.008345852783905431,0.010426738668835561,0.0179620830695571,0.05053163354634511,0.16346221508493478,0.1691629741607228,0.12718436446352877,0.11122614961381708,0.10017986577481235,0.0869068526800536,0.075776437449578,0.06700559583304702,0.06013150889267986,0.05664890196878334
2320.9,0.009354121356808532,0.009147314358935421,0.008733547217090928,0.00823731288227598,0.007937904260176777,0.008306755376395181,0.01037060274046142,0.017882327013042355,0.05039170610414531,0.16222078052226993,0.16887799950855129,0.12804133266261847,0.11253253242696976,0.10124984987868894,0.08756280364235487,0.0761791606093402,0.06726111101478298,0.0602701191778229,0.056737008808039384
2321.0,0.00936079327884161,0.009150305554689672,0.008729233449960514,0.008223607357157442,0.007914350740168977,0.00827192256769785,0.010317609765588633,0.017781855523017618,0.05008826412984752,0.16059530539610578,0.1685500091802476,0.12889631879466792,0.11381380853650047,0.10233472419595595,0.0882676192195304,0.07662664718872428,0.06754953180009486,0.06044971574950044,0.056871962013840364
2321.1,0.009258955639773626,0.009056749812340163,0.008651884724604644,0.008165635762069542,0.007871631423551908,0.008232880065338285,0.010257759023177477,0.017622107033375592,0.049443818114824636,0.15844488367754522,0.1679612678471535,0.12934561815724088,0.11488039140135563,0.10355087338710695,0.08925214949884656,0.077346838546715,0.06806724071495647,0.06083613505797761,0.05720214538628422
2321.2,0.009404314187371296,0.009186508808559908,0.008750414099841081,0.008224613194240787,0.007893302417156566,0.008225494818993005,0.010228147003234805,0.017569116669129897,0.049308658554714904,0.1570681774420869,0.16677524118278714,0.12889360024713636,0.11482305070463085,0.10376168950645975,0.08953213614319956,0.07759527254105879,0.06826840692142926,0.06100050044540626,0.05734686114184933
2321.3,0.009321628852915164,0.00911326505927191,0.00869530430089699,0.008190522899818923,0.00787495615886167,0.008209983617555743,0.010188036051437461,0.01740611990919262,0.04851264164682051,0.1547518267204528,0.16547726487145079,0.12776399350157364,0.11377193568515305,0.10319464532928868,0.08934299808613623,0.07755628556191274,0.06829052016226615,0.06106150114101539,0.05741802712293333
2321.4,0.009212391018369442,0.009017887762013,0.008626712524620932,0.008153470888186218,0.007862891216793204,0.008206679947199778,0.010158826025979827,0.01723354630666858,0.04762162556303736,0.15252517073208968,0.1640207876643496,0.1262499627812893,0.11232765482451082,0.10237893846026831,0.08902901335238944,0.07744590482514205,0.06826945791510265,0.061120247597661555,0.057505344152844154
2321.5,0.009356601753431896,0.009151076321681098,0.008738274762368638,0.00823829150426398,0.00792183898714342,0.008239375805877885,0.010164284068153203,0.01717004228530814,0.04721677624714122,0.1513318302836658,0.16276259447643485,0.12477238359722952,0.11054641596390899,0.10069640848398047,0.08760584418971415,0.07632487842209415,0.0673022016150459,0.06029555120350688,0.056702609823996344
2321.6,0.009283473192799643,0.009092758035875621,0.00870716288169567,0.008237646674243917,0.00794208191767686,0.008263686295094722,0.010155275567233345,0.01699591229886631,0.046288419297442866,0.14976214043533118,0.1618288310874413,0.12313375494805681,0.10829928334493912,0.0985974906778375,0.08601035283583212,0.07500784336350959,0.06629461713226192,0.059421908594422986,0.05597382726286595
2321.7,0.009450139240861875,0.009250748410158332,0.008846022916247413,0.008348821314355106,0.00802173908098599,0.008311012441861474,0.010161947061165263,0.01690361352255008,0.04584500896833561,0.1492894920755502,0.16098649750141217,0.12206125671334059,0.10725394723537565,0.09776834135472146,0.08539636896996095,0.07453388963374774,0.06592232069007212,0.05913046890549429,0.05571999199850272
2321.8,0.009380937653419309,0.009197444764395518,0.008822609707474302,0.008358762396274194,0.008053808662564818,0.008341309364385242,0.010144127087775267,0.016680439179936248,0.04475111483757402,0.14784217546745812,0.16058743461075647,0.12179154547033849,0.1074732112260329,0.09837737622464425,0.08602699659399209,0.07504539286568698,0.06631863278210355,0.059443551523982695,0.055995349908327954
2321.9,0.009592550411518111,0.009396674162978106,0.00899442088762258,0.00849059190994785,0.008139571134009184,0.008379045837500737,0.010121544133129967,0.01652212553670417,0.0441510929715402,0.1474865781835753,0.16035664203644967,0.12190941007822216,0.1084221635737325,0.0997803894663476,0.0873183364578411,0.07607795868635402,0.0671219620128721,0.060085561217806914,0.05656003816110661
